CLIENTNUM,segment_id,customer_value,churn_score,churn_prob_calibrated,quadrant_official,threshold_official_risk,threshold_official_value,expected_saving,target_priority
709980783,3,4066.000000,0.001150,0.005544,low_cost_keep,0.132753,3899.000000,1.762020,7054
709982658,2,4226.000000,0.000272,0.005506,low_cost_keep,0.132753,3899.000000,1.980729,6647
709984083,2,7930.000000,0.001179,0.005545,low_cost_keep,0.132753,3899.000000,8.191089,3468
709985133,4,2603.000000,0.185745,0.022756,watch,0.132753,3899.000000,12.770303,3150
709986633,4,2144.000000,0.760416,0.666154,watch,0.132753,3899.000000,423.470497,1391
709987683,4,2798.000000,0.991709,0.922882,watch,0.132753,3899.000000,769.667331,375
709990983,4,1292.000000,0.004321,0.005681,accept_churn,0.132753,3899.000000,-2.798192,9964
709991883,4,938.000000,0.972549,0.911636,watch,0.132753,3899.000000,251.534496,1612
709993158,2,3917.000000,0.000130,0.005500,low_cost_keep,0.132753,3899.000000,1.463260,7484
709996833,3,7528.000000,0.995904,0.925163,save_first,0.132753,3899.000000,2084.388491,156
709997958,4,2133.000000,0.948011,0.895082,watch,0.132753,3899.000000,567.762732,1049
709999308,2,3477.000000,0.000573,0.005519,accept_churn,0.132753,3899.000000,0.756831,8183
710002833,2,4355.000000,0.000990,0.005537,low_cost_keep,0.132753,3899.000000,2.233726,6150
710003958,3,4100.000000,0.000177,0.005502,low_cost_keep,0.132753,3899.000000,1.767645,7037
710004933,4,1435.000000,0.001859,0.005574,accept_churn,0.132753,3899.000000,-2.600435,9822
710005683,1,16518.000000,0.001785,0.005571,low_cost_keep,0.132753,3899.000000,22.605146,2286
710006958,2,4755.000000,0.004691,0.005697,low_cost_keep,0.132753,3899.000000,3.126520,4628
710013258,2,4467.000000,0.001180,0.005545,low_cost_keep,0.132753,3899.000000,2.430647,5789
710014683,3,2807.000000,0.044873,0.007760,accept_churn,0.132753,3899.000000,1.535017,7380
710015733,4,3142.000000,0.666034,0.489967,watch,0.132753,3899.000000,456.842657,1345
710016708,3,7974.000000,0.003487,0.005644,low_cost_keep,0.132753,3899.000000,8.502142,3420
710017758,2,3784.000000,0.008022,0.005845,accept_churn,0.132753,3899.000000,1.635046,7247
710019933,1,13720.000000,0.002920,0.005620,low_cost_keep,0.132753,3899.000000,18.130515,2878
710023233,2,2739.000000,0.023585,0.006589,accept_churn,0.132753,3899.000000,0.413839,8407
710026458,1,12575.000000,0.000511,0.005516,low_cost_keep,0.132753,3899.000000,15.810340,3072
710027508,4,1389.000000,0.000991,0.005537,accept_churn,0.132753,3899.000000,-2.692833,9887
710032608,4,1558.000000,0.031168,0.006984,accept_churn,0.132753,3899.000000,-1.735511,9191
710035008,2,2491.000000,0.062646,0.008895,accept_churn,0.132753,3899.000000,1.647527,7228
710036508,4,1164.000000,0.111735,0.012957,accept_churn,0.132753,3899.000000,-0.475513,8737
710038008,4,1447.000000,0.195088,0.024422,watch,0.132753,3899.000000,5.601657,3754
710039208,3,3871.000000,0.000268,0.005506,accept_churn,0.132753,3899.000000,1.394165,7585
710040483,2,3895.000000,0.000124,0.005500,accept_churn,0.132753,3899.000000,1.426633,7539
710043408,2,1916.000000,0.006969,0.005798,accept_churn,0.132753,3899.000000,-1.667541,9152
710044308,4,2480.000000,0.993933,0.924099,watch,0.132753,3899.000000,682.529842,582
710045058,4,1364.000000,0.017923,0.006308,accept_churn,0.132753,3899.000000,-2.418889,9683
710047533,3,8614.000000,0.997028,0.925764,save_first,0.132753,3899.000000,2387.358798,77
710051658,3,4402.000000,0.001403,0.005554,low_cost_keep,0.132753,3899.000000,2.335116,5971
710056758,1,15635.000000,0.000468,0.005515,low_cost_keep,0.132753,3899.000000,20.865785,2448
710058033,2,3781.000000,0.000181,0.005502,accept_churn,0.132753,3899.000000,1.241278,7765
710061783,2,4517.000000,0.146568,0.016901,save_first,0.132753,3899.000000,17.902857,2916
710064033,4,3555.000000,0.995908,0.925165,watch,0.132753,3899.000000,981.689003,299
710066133,3,9619.000000,0.998907,0.926758,save_first,0.132753,3899.000000,2669.344162,16
710067183,2,2074.000000,0.020232,0.006421,accept_churn,0.132753,3899.000000,-1.004989,8912
710070183,4,1419.000000,0.052969,0.008258,accept_churn,0.132753,3899.000000,-1.484386,9076
710074458,2,4290.000000,0.000083,0.005498,low_cost_keep,0.132753,3899.000000,2.076156,6452
710077008,3,3522.000000,0.000550,0.005518,accept_churn,0.132753,3899.000000,0.830293,8129
710078358,2,4095.000000,0.000377,0.005511,low_cost_keep,0.132753,3899.000000,1.769839,7032
710080383,2,4417.000000,0.001527,0.005560,low_cost_keep,0.132753,3899.000000,2.367120,5910
710081208,3,7886.000000,0.923077,0.875514,save_first,0.132753,3899.000000,2066.292144,163
710082708,4,1276.000000,0.277355,0.045201,watch,0.132753,3899.000000,12.302755,3165
710084883,4,2962.000000,0.037516,0.007334,accept_churn,0.132753,3899.000000,1.516727,7405
710086308,2,4680.000000,0.000099,0.005499,low_cost_keep,0.132753,3899.000000,2.720381,5258
710088483,2,3283.000000,0.013138,0.006080,accept_churn,0.132753,3899.000000,0.987815,7988
710090133,3,3908.000000,0.000275,0.005506,low_cost_keep,0.132753,3899.000000,1.455624,7497
710090958,3,4182.000000,0.000831,0.005530,low_cost_keep,0.132753,3899.000000,1.937880,6728
710092683,4,1837.000000,0.911552,0.865456,watch,0.132753,3899.000000,471.952689,1310
710094108,2,5212.000000,0.000576,0.005519,low_cost_keep,0.132753,3899.000000,3.629638,4123
710096658,4,2191.000000,0.955108,0.900133,watch,0.132753,3899.000000,586.657191,983
710098233,2,4513.000000,0.003982,0.005666,low_cost_keep,0.132753,3899.000000,2.670914,5335
710099358,3,4935.000000,0.000909,0.005533,low_cost_keep,0.132753,3899.000000,3.192009,4535
710102208,2,4464.000000,0.000551,0.005518,low_cost_keep,0.132753,3899.000000,2.389738,5862
710103558,4,1354.000000,0.001945,0.005578,accept_churn,0.132753,3899.000000,-2.734384,9911
710104908,4,1246.000000,0.000864,0.005531,accept_churn,0.132753,3899.000000,-2.932387,10055
710106933,1,14667.000000,0.002079,0.005583,low_cost_keep,0.132753,3899.000000,19.567270,2638
710108133,4,1307.000000,0.073439,0.009663,accept_churn,0.132753,3899.000000,-1.210960,8969
710109633,4,1683.000000,0.184470,0.022538,watch,0.132753,3899.000000,6.379246,3688
710110683,2,4844.000000,0.000282,0.005507,low_cost_keep,0.132753,3899.000000,3.002226,4794
710111733,4,1360.000000,0.004482,0.005688,accept_churn,0.132753,3899.000000,-2.679447,9881
710112933,3,2580.000000,0.118191,0.013612,accept_churn,0.132753,3899.000000,5.535718,3762
710115108,2,4568.000000,0.000782,0.005528,low_cost_keep,0.132753,3899.000000,2.575407,5507
710116833,4,2748.000000,0.980882,0.916699,watch,0.132753,3899.000000,750.726317,402
710119233,2,4186.000000,0.005446,0.005730,low_cost_keep,0.132753,3899.000000,2.195760,6217
710120358,4,2229.000000,0.780924,0.700498,watch,0.132753,3899.000000,463.423136,1333
710122458,1,15311.000000,0.000598,0.005520,low_cost_keep,0.132753,3899.000000,20.355113,2512
710125608,2,4756.000000,0.002374,0.005596,low_cost_keep,0.132753,3899.000000,2.984465,4823
710129283,3,2944.000000,0.007057,0.005802,accept_churn,0.132753,3899.000000,0.123947,8538
710133858,2,4150.000000,0.000309,0.005508,low_cost_keep,0.132753,3899.000000,1.857143,6865
710135058,4,1543.000000,0.010461,0.005956,accept_churn,0.132753,3899.000000,-2.243146,9524
710136258,4,2833.000000,0.974222,0.912675,watch,0.132753,3899.000000,770.682185,372
710138883,4,1835.000000,0.927938,0.879560,watch,0.132753,3899.000000,479.197690,1292
710141208,1,13300.000000,0.000424,0.005513,low_cost_keep,0.132753,3899.000000,16.995462,3002
710142258,2,4665.000000,0.005958,0.005753,low_cost_keep,0.132753,3899.000000,3.050849,4725
710147958,4,1198.000000,0.017036,0.006265,accept_churn,0.132753,3899.000000,-2.748438,9924
710149008,3,2139.000000,0.001718,0.005568,accept_churn,0.132753,3899.000000,-1.427101,9045
710150208,2,3834.000000,0.001157,0.005544,accept_churn,0.132753,3899.000000,1.376534,7605
710153583,2,9242.000000,0.994447,0.924378,save_first,0.132753,3899.000000,2557.931280,35
710155158,2,10201.000000,0.997445,0.925985,save_first,0.132753,3899.000000,2828.793150,6
710155983,3,8585.000000,0.999101,0.926860,save_first,0.132753,3899.000000,2382.126739,81
710157108,2,4629.000000,0.000852,0.005531,low_cost_keep,0.132753,3899.000000,2.680710,5319
710159658,2,2436.000000,0.027961,0.006814,accept_churn,0.132753,3899.000000,-0.020217,8595
710161083,3,6613.000000,0.995169,0.924768,save_first,0.132753,3899.000000,1829.647355,190
710162133,3,9134.000000,0.999517,0.927077,save_first,0.132753,3899.000000,2535.377722,45
710163633,3,4996.000000,0.000077,0.005498,low_cost_keep,0.132753,3899.000000,3.240276,4473
710164683,4,2247.000000,0.016594,0.006244,accept_churn,0.132753,3899.000000,-0.791255,8839
710166783,3,4277.000000,0.001055,0.005540,low_cost_keep,0.132753,3899.000000,2.107749,6398
710170758,2,8314.000000,0.991325,0.922670,save_first,0.132753,3899.000000,2296.324510,106
710175783,2,4303.000000,0.015905,0.006210,low_cost_keep,0.132753,3899.000000,3.017132,4768
710178558,3,9314.000000,0.996845,0.925666,save_first,0.132753,3899.000000,2581.496883,31
710180958,4,1598.000000,0.460348,0.163401,watch,0.132753,3899.000000,73.334287,1998
710182383,2,3626.000000,0.000858,0.005531,accept_churn,0.132753,3899.000000,1.016724,7961
710183283,2,5032.000000,0.000992,0.005537,low_cost_keep,0.132753,3899.000000,3.358372,4344
710186958,3,4431.000000,0.000288,0.005507,low_cost_keep,0.132753,3899.000000,2.320283,6001
710188308,2,4927.000000,0.002637,0.005607,low_cost_keep,0.132753,3899.000000,3.288323,4418
710190858,1,13804.000000,0.005019,0.005711,low_cost_keep,0.132753,3899.000000,18.651211,2790
710192283,2,8686.000000,0.000343,0.005509,low_cost_keep,0.132753,3899.000000,9.355915,3319
710194683,4,2313.000000,0.466806,0.170354,watch,0.132753,3899.000000,113.208453,1914
710197308,3,4089.000000,0.006585,0.005781,low_cost_keep,0.132753,3899.000000,2.090960,6422
710201058,3,4198.000000,0.001774,0.005570,low_cost_keep,0.132753,3899.000000,2.015164,6581
710202783,4,1378.000000,0.053976,0.008323,accept_churn,0.132753,3899.000000,-1.559477,9106
710207208,1,13148.000000,0.000957,0.005535,low_cost_keep,0.132753,3899.000000,16.833472,3014
710208633,4,1773.000000,0.040267,0.007490,accept_churn,0.132753,3899.000000,-1.015816,8913
710211783,4,2264.000000,0.950774,0.897075,watch,0.132753,3899.000000,604.293022,908
710213508,3,8634.000000,0.006568,0.005780,low_cost_keep,0.132753,3899.000000,9.970654,3256
710218233,3,3161.000000,0.012034,0.006028,accept_churn,0.132753,3899.000000,0.716497,8209
710219658,3,4633.000000,0.001468,0.005557,low_cost_keep,0.132753,3899.000000,2.723901,5254
710226708,2,4573.000000,0.000180,0.005502,low_cost_keep,0.132753,3899.000000,2.548620,5566
710227908,2,2837.000000,0.005120,0.005716,accept_churn,0.132753,3899.000000,-0.135414,8627
710229333,2,3812.000000,0.003930,0.005664,accept_churn,0.132753,3899.000000,1.476805,7458
710231433,2,3395.000000,0.000284,0.005507,accept_churn,0.132753,3899.000000,0.608554,8294
710232483,1,16908.000000,0.000527,0.005517,low_cost_keep,0.132753,3899.000000,22.984494,2268
710233683,4,1526.000000,0.010445,0.005955,accept_churn,0.132753,3899.000000,-2.273855,9553
710237283,1,14211.000000,0.000149,0.005501,low_cost_keep,0.132753,3899.000000,18.452252,2826
710241858,4,2040.000000,0.951689,0.897727,watch,0.132753,3899.000000,544.408768,1125
710243208,3,4846.000000,0.001713,0.005568,low_cost_keep,0.132753,3899.000000,3.094207,4668
710244108,1,13967.000000,0.000481,0.005515,low_cost_keep,0.132753,3899.000000,18.108595,2889
710248233,2,3392.000000,0.000332,0.005509,accept_churn,0.132753,3899.000000,0.605706,8296
710251608,4,1453.000000,0.269207,0.042554,watch,0.132753,3899.000000,13.549221,3126
710255208,4,1969.000000,0.766447,0.676459,watch,0.132753,3899.000000,394.584482,1432
710256708,2,2579.000000,0.007687,0.005830,accept_churn,0.132753,3899.000000,-0.489511,8745
710257683,2,4520.000000,0.005000,0.005710,low_cost_keep,0.132753,3899.000000,2.743284,5215
710260983,3,8296.000000,0.001443,0.005556,low_cost_keep,0.132753,3899.000000,8.827965,3372
710262408,1,13971.000000,0.000913,0.005533,low_cost_keep,0.132753,3899.000000,18.192395,2866
710263608,4,2156.000000,0.402354,0.110829,watch,0.132753,3899.000000,66.684398,2016
710267583,3,3914.000000,0.000116,0.005500,low_cost_keep,0.132753,3899.000000,1.457598,7494
710268858,2,3162.000000,0.000054,0.005497,accept_churn,0.132753,3899.000000,0.214412,8493
710273658,2,2883.000000,0.024596,0.006640,accept_churn,0.132753,3899.000000,0.742988,8196
710277183,2,4317.000000,0.002610,0.005606,low_cost_keep,0.132753,3899.000000,2.260664,6099
710278458,4,1643.000000,0.332489,0.067648,watch,0.132753,3899.000000,28.343885,2198
710279508,4,1537.000000,0.020242,0.006421,accept_churn,0.132753,3899.000000,-2.039142,9379
710280558,4,1195.000000,0.010959,0.005978,accept_churn,0.132753,3899.000000,-2.856715,10008
710284233,4,2439.000000,0.952224,0.898107,watch,0.132753,3899.000000,652.144937,719
710287533,4,2221.000000,0.316263,0.060140,watch,0.132753,3899.000000,35.071102,2154
710288883,2,5054.000000,0.002879,0.005618,low_cost_keep,0.132753,3899.000000,3.517808,4198
710289783,4,2537.000000,0.729046,0.610136,watch,0.132753,3899.000000,459.374562,1342
710292333,4,2618.000000,0.966306,0.907663,watch,0.132753,3899.000000,707.878223,498
710294808,2,4509.000000,0.002386,0.005597,low_cost_keep,0.132753,3899.000000,2.570477,5517
710295858,2,8074.000000,0.006580,0.005780,low_cost_keep,0.132753,3899.000000,9.001024,3352
710297133,3,3503.000000,0.009337,0.005904,accept_churn,0.132753,3899.000000,1.204845,7805
710299608,4,817.000000,0.997851,0.926201,watch,0.132753,3899.000000,222.011777,1691
710300733,1,13781.000000,0.005193,0.005719,low_cost_keep,0.132753,3899.000000,18.643553,2793
710301858,2,3820.000000,0.000271,0.005506,accept_churn,0.132753,3899.000000,1.310030,7686
710303208,1,15215.000000,0.000281,0.005507,low_cost_keep,0.132753,3899.000000,20.134755,2538
710306358,2,7995.000000,0.916751,0.870076,save_first,0.132753,3899.000000,2081.877046,157
710307933,3,2471.000000,0.111916,0.012975,accept_churn,0.132753,3899.000000,4.618176,3839
710308983,2,4148.000000,0.000209,0.005504,low_cost_keep,0.132753,3899.000000,1.848576,6875
710310108,3,4665.000000,0.000132,0.005500,low_cost_keep,0.132753,3899.000000,2.697611,5296
710311233,3,4498.000000,0.002928,0.005620,low_cost_keep,0.132753,3899.000000,2.583629,5499
710312658,4,1456.000000,0.001566,0.005561,accept_churn,0.132753,3899.000000,-2.570811,9804
710317758,4,2033.000000,0.011342,0.005996,accept_churn,0.132753,3899.000000,-1.342964,9014
710319108,2,4542.000000,0.001467,0.005557,low_cost_keep,0.132753,3899.000000,2.572108,5515
710322033,2,4515.000000,0.001066,0.005540,low_cost_keep,0.132753,3899.000000,2.503879,5646
710325258,2,3284.000000,0.000260,0.005506,accept_churn,0.132753,3899.000000,0.424206,8400
710327508,2,4247.000000,0.000149,0.005501,low_cost_keep,0.132753,3899.000000,2.008811,6594
710333883,4,1905.000000,0.560699,0.298188,watch,0.132753,3899.000000,165.414365,1833
710335983,2,4297.000000,0.005950,0.005752,low_cost_keep,0.132753,3899.000000,2.415285,5818
710342508,3,4004.000000,0.002077,0.005583,low_cost_keep,0.132753,3899.000000,1.706636,7142
710343783,2,4610.000000,0.000837,0.005530,low_cost_keep,0.132753,3899.000000,2.648301,5371
710345808,4,1828.000000,0.021539,0.006486,accept_churn,0.132753,3899.000000,-1.443244,9053
710349258,2,4133.000000,0.000605,0.005520,low_cost_keep,0.132753,3899.000000,1.844642,6883
710353233,4,4288.000000,0.596642,0.359494,save_first,0.132753,3899.000000,457.452718,1344
710357208,3,7341.000000,0.016160,0.006223,low_cost_keep,0.132753,3899.000000,8.704232,3387
710359458,2,4456.000000,0.005097,0.005715,low_cost_keep,0.132753,3899.000000,2.639314,5386
710360583,2,8329.000000,0.000035,0.005496,low_cost_keep,0.132753,3899.000000,8.733265,3382
710362233,1,13853.000000,0.001586,0.005562,low_cost_keep,0.132753,3899.000000,18.115947,2886
710363433,3,2441.000000,0.101619,0.011992,accept_churn,0.132753,3899.000000,3.781830,4032
710364258,4,2135.000000,0.001270,0.005549,accept_churn,0.132753,3899.000000,-1.446063,9056
710369658,3,4488.000000,0.000079,0.005498,low_cost_keep,0.132753,3899.000000,2.402541,5840
710370483,4,1517.000000,0.004924,0.005707,accept_churn,0.132753,3899.000000,-2.402735,9663
710371683,2,4097.000000,0.000823,0.005530,low_cost_keep,0.132753,3899.000000,1.796434,6978
710374008,1,12906.000000,0.000218,0.005504,low_cost_keep,0.132753,3899.000000,16.309989,3053
710375283,4,2236.000000,0.340711,0.071777,watch,0.132753,3899.000000,43.147763,2101
710376708,3,3928.000000,0.039816,0.007465,low_cost_keep,0.132753,3899.000000,3.796202,4031
710382108,2,4204.000000,0.001221,0.005547,low_cost_keep,0.132753,3899.000000,1.995367,6623
710383158,4,1506.000000,0.214806,0.028337,watch,0.132753,3899.000000,7.802867,3522
710387583,4,1018.000000,0.131178,0.015031,accept_churn,0.132753,3899.000000,-0.409608,8710
710391258,4,2147.000000,0.948585,0.895499,watch,0.132753,3899.000000,571.790723,1030
710395233,2,8657.000000,0.008184,0.005852,low_cost_keep,0.132753,3899.000000,10.198553,3241
710401458,2,4350.000000,0.001550,0.005561,low_cost_keep,0.132753,3899.000000,2.256638,6105
710402508,3,3487.000000,0.008161,0.005851,accept_churn,0.132753,3899.000000,1.120824,7869
710404533,4,1391.000000,0.010246,0.005946,accept_churn,0.132753,3899.000000,-2.518838,9763
710405808,1,14618.000000,0.000881,0.005532,low_cost_keep,0.132753,3899.000000,19.260436,2691
710406633,4,1168.000000,0.787861,0.711647,watch,0.132753,3899.000000,244.361110,1630
710410158,4,1592.000000,0.975784,0.913634,watch,0.132753,3899.000000,431.351430,1380
710411358,4,2164.000000,0.851416,0.801488,watch,0.132753,3899.000000,515.325728,1207
710413533,3,4785.000000,0.024914,0.006656,low_cost_keep,0.132753,3899.000000,4.555162,3849
710416533,2,3060.000000,0.006096,0.005759,accept_churn,0.132753,3899.000000,0.286546,8464
710420133,2,4416.000000,0.002870,0.005617,low_cost_keep,0.132753,3899.000000,2.442035,5767
710423358,3,5249.000000,0.002297,0.005593,low_cost_keep,0.132753,3899.000000,3.806882,4027
710424408,4,1210.000000,0.002596,0.005606,accept_churn,0.132753,3899.000000,-2.965148,10067
710428308,2,1910.000000,0.228608,0.031434,watch,0.132753,3899.000000,13.011593,3141
710429358,4,1346.000000,0.006186,0.005763,accept_churn,0.132753,3899.000000,-2.672992,9879
710431158,2,3778.000000,0.000237,0.005505,accept_churn,0.132753,3899.000000,1.239017,7768
710436108,3,4184.000000,0.004952,0.005708,low_cost_keep,0.132753,3899.000000,2.165013,6291
710438358,4,2152.000000,0.995143,0.924754,watch,0.132753,3899.000000,592.021157,949
710439483,3,4431.000000,0.000141,0.005501,low_cost_keep,0.132753,3899.000000,2.311979,6016
710443833,3,4516.000000,0.000230,0.005504,low_cost_keep,0.132753,3899.000000,2.457398,5734
710445183,2,4076.000000,0.004120,0.005672,low_cost_keep,0.132753,3899.000000,1.935519,6737
710449983,4,2916.000000,0.002140,0.005586,accept_churn,0.132753,3899.000000,-0.113371,8620
710451708,1,14926.000000,0.000242,0.005505,low_cost_keep,0.132753,3899.000000,19.649875,2618
710453283,3,4107.000000,0.000372,0.005510,low_cost_keep,0.132753,3899.000000,1.789391,6994
710455608,3,6644.000000,0.971147,0.910757,save_first,0.132753,3899.000000,1810.321516,192
710456658,2,5130.000000,0.000188,0.005503,low_cost_keep,0.132753,3899.000000,3.468563,4242
710458758,4,1203.000000,0.081552,0.010284,accept_churn,0.132753,3899.000000,-1.288622,8996
710461083,2,4333.000000,0.000250,0.005505,low_cost_keep,0.132753,3899.000000,2.156268,6305
710462433,4,1773.000000,0.000252,0.005505,accept_churn,0.132753,3899.000000,-2.071715,9403
710463408,1,15627.000000,0.000611,0.005521,low_cost_keep,0.132753,3899.000000,20.881123,2446
710464683,3,5578.000000,0.000502,0.005516,low_cost_keep,0.132753,3899.000000,4.230419,3901
710466633,2,4755.000000,0.000971,0.005536,low_cost_keep,0.132753,3899.000000,2.896968,4947
710475408,4,2171.000000,0.000829,0.005530,accept_churn,0.132753,3899.000000,-1.398387,9036
710476908,3,4754.000000,0.002178,0.005588,low_cost_keep,0.132753,3899.000000,2.969034,4848
710481333,3,2272.000000,0.483550,0.189472,watch,0.132753,3899.000000,124.144387,1897
710482533,2,3863.000000,0.000308,0.005508,accept_churn,0.132753,3899.000000,1.382877,7601
710484408,4,2306.000000,0.863974,0.816510,watch,0.132753,3899.000000,559.861885,1076
710487033,3,4445.000000,0.010354,0.005951,low_cost_keep,0.132753,3899.000000,2.935259,4887
710489583,2,7631.000000,0.000113,0.005499,low_cost_keep,0.132753,3899.000000,7.589857,3563
710490708,4,2047.000000,0.676276,0.509796,watch,0.132753,3899.000000,308.065486,1526
710492733,4,2168.000000,0.031999,0.007029,accept_churn,0.132753,3899.000000,-0.428261,8720
710493558,4,1979.000000,0.996981,0.925739,watch,0.132753,3899.000000,544.611120,1124
710496708,3,4085.000000,0.011598,0.006008,low_cost_keep,0.132753,3899.000000,2.362784,5916
710497608,2,1858.000000,0.004584,0.005692,accept_churn,0.132753,3899.000000,-1.827218,9251
710500983,4,1779.000000,0.983115,0.918010,watch,0.132753,3899.000000,484.942009,1281
710502258,3,4598.000000,0.000609,0.005520,low_cost_keep,0.132753,3899.000000,2.614968,5435
710503308,2,4049.000000,0.000369,0.005510,low_cost_keep,0.132753,3899.000000,1.693381,7164
710504283,3,4014.000000,0.000969,0.005536,low_cost_keep,0.132753,3899.000000,1.666226,7201
710505483,3,3099.000000,0.014861,0.006161,accept_churn,0.132753,3899.000000,0.727679,8203
710506683,2,4543.000000,0.000165,0.005502,low_cost_keep,0.132753,3899.000000,2.498204,5657
710507733,3,4038.000000,0.001074,0.005540,low_cost_keep,0.132753,3899.000000,1.711527,7137
710508858,2,4317.000000,0.000090,0.005498,low_cost_keep,0.132753,3899.000000,2.121079,6371
710509758,3,2507.000000,0.372545,0.090038,watch,0.132753,3899.000000,62.717919,2032
710511858,3,4741.000000,0.000461,0.005514,low_cost_keep,0.132753,3899.000000,2.842874,5041
710512833,2,5178.000000,0.000110,0.005499,low_cost_keep,0.132753,3899.000000,3.542652,4181
710515308,3,5025.000000,0.003337,0.005638,low_cost_keep,0.132753,3899.000000,3.498834,4219
710516283,2,4134.000000,0.003244,0.005634,low_cost_keep,0.132753,3899.000000,1.986882,6637
710518308,3,4155.000000,0.003248,0.005634,low_cost_keep,0.132753,3899.000000,2.022618,6564
710519433,4,1439.000000,0.003470,0.005644,accept_churn,0.132753,3899.000000,-2.563699,9800
710520408,3,4458.000000,0.000254,0.005505,low_cost_keep,0.132753,3899.000000,2.362939,5915
710521383,4,2247.000000,0.525778,0.244827,watch,0.132753,3899.000000,160.038144,1841
710522433,4,2372.000000,0.738907,0.628143,watch,0.132753,3899.000000,441.986549,1367
710523333,4,1416.000000,0.020609,0.006439,accept_churn,0.132753,3899.000000,-2.264535,9546
710524533,4,899.000000,0.945977,0.893594,watch,0.132753,3899.000000,236.002177,1654
710525508,4,2090.000000,0.547563,0.277344,watch,0.132753,3899.000000,168.894952,1827
710526633,3,4855.000000,0.000162,0.005502,low_cost_keep,0.132753,3899.000000,3.012968,4778
710527533,3,8586.000000,0.999115,0.926867,save_first,0.132753,3899.000000,2382.422933,80
710528583,4,2148.000000,0.814342,0.751848,watch,0.132753,3899.000000,479.490752,1291
710529708,1,15140.000000,0.003118,0.005628,low_cost_keep,0.132753,3899.000000,20.563287,2488
710532258,2,4906.000000,0.000652,0.005522,low_cost_keep,0.132753,3899.000000,3.127782,4623
710533233,4,2139.000000,0.992748,0.923453,watch,0.132753,3899.000000,587.579740,974
710535708,1,14256.000000,0.000422,0.005513,low_cost_keep,0.132753,3899.000000,18.576071,2807
710536983,3,4423.000000,0.001535,0.005560,low_cost_keep,0.132753,3899.000000,2.377566,5886
710538183,2,4220.000000,0.000197,0.005503,low_cost_keep,0.132753,3899.000000,1.966826,6680
710540883,3,2449.000000,0.202924,0.025911,watch,0.132753,3899.000000,14.036572,3113
710541858,3,1248.000000,0.001711,0.005568,accept_churn,0.132753,3899.000000,-2.915513,10042
710542983,3,5033.000000,0.001003,0.005537,low_cost_keep,0.132753,3899.000000,3.360753,4343
710544033,2,4715.000000,0.000395,0.005511,low_cost_keep,0.132753,3899.000000,2.795891,5121
710545158,3,3738.000000,0.004806,0.005702,accept_churn,0.132753,3899.000000,1.394075,7586
710547783,3,4912.000000,0.000727,0.005526,low_cost_keep,0.132753,3899.000000,3.142393,4601
710552733,4,2335.000000,0.998925,0.926767,watch,0.132753,3899.000000,644.200290,738
710555433,4,2216.000000,0.972697,0.911728,watch,0.132753,3899.000000,601.117017,921
710558058,4,1619.000000,0.004884,0.005705,accept_churn,0.132753,3899.000000,-2.228940,9510
710558883,4,1248.000000,0.001398,0.005554,accept_churn,0.132753,3899.000000,-2.920529,10046
710560008,3,4588.000000,0.000034,0.005496,low_cost_keep,0.132753,3899.000000,2.564832,5529
710562258,3,3407.000000,0.114425,0.013226,accept_churn,0.132753,3899.000000,8.518225,3416
710563458,3,4210.000000,0.000367,0.005510,low_cost_keep,0.132753,3899.000000,1.959433,6694
710565408,4,1033.000000,0.005714,0.005742,accept_churn,0.132753,3899.000000,-3.220593,10122
710566533,3,4159.000000,0.007524,0.005822,low_cost_keep,0.132753,3899.000000,2.264648,6092
710567508,4,1387.000000,0.015956,0.006213,accept_churn,0.132753,3899.000000,-2.414805,9674
710568333,4,2293.000000,0.770338,0.683020,watch,0.132753,3899.000000,464.849125,1326
710569233,2,9185.000000,0.000375,0.005511,low_cost_keep,0.132753,3899.000000,10.184353,3242
710570058,4,2512.000000,0.996959,0.925727,watch,0.132753,3899.000000,692.627880,538
710572458,4,2069.000000,0.349576,0.076488,watch,0.132753,3899.000000,42.475912,2106
710573808,4,1334.000000,0.096612,0.011541,accept_churn,0.132753,3899.000000,-0.381202,8697
710574558,4,1403.000000,0.011908,0.006022,accept_churn,0.132753,3899.000000,-2.465197,9733
710577708,3,2591.000000,0.245935,0.035787,watch,0.132753,3899.000000,22.816875,2277
710579583,2,4420.000000,0.000442,0.005513,low_cost_keep,0.132753,3899.000000,2.310778,6018
710581758,4,1309.000000,0.010524,0.005959,accept_churn,0.132753,3899.000000,-2.660091,9869
710586483,4,968.000000,0.995849,0.925133,watch,0.132753,3899.000000,263.658740,1590
710587458,3,4339.000000,0.000110,0.005499,low_cost_keep,0.132753,3899.000000,2.158478,6302
710590683,3,7729.000000,0.782367,0.702837,save_first,0.132753,3899.000000,1624.668109,208
710592933,4,2216.000000,0.747682,0.643874,watch,0.132753,3899.000000,423.047233,1392
710594358,3,2560.000000,0.012654,0.006057,accept_churn,0.132753,3899.000000,-0.348209,8687
710595783,2,4659.000000,0.000948,0.005535,low_cost_keep,0.132753,3899.000000,2.736190,5229
710596983,3,7481.000000,0.002007,0.005580,low_cost_keep,0.132753,3899.000000,7.523807,3572
710598408,2,4557.000000,0.000206,0.005503,low_cost_keep,0.132753,3899.000000,2.523715,5611
710599683,3,1539.000000,0.002422,0.005598,accept_churn,0.132753,3899.000000,-2.415338,9677
